Atmospheric Pressure,indoor_relative_humidity [%],air_temperature [Celsius],pm2.5 [mu_g/m3],indoor_co2 [ppm],occupant_count [number],voc [ppb]
54.43,82.65,24.33,0.93,443.8,27,20.0
53.67,86.04,24.5,0.9,436.57,26,20.0
55.83,86.12,24.47,0.83,434.63,23,20.0
58.49,82.56,23.96,0.8,432.77,17,20.0
57.97,80.52,23.51,0.87,431.63,25,20.0
58.23,84.22,23.76,0.93,428.79,23,20.0
57.53,82.77,23.61,1.0,432.53,30,20.0
59.43,81.27,23.36,1.07,431.5,18,20.1071434
63.81,84.76,23.7,1.13,431.37,17,37.63333511
59.49,82.13,23.46,1.04,433.0,29,21.26922989
59.49,82.13,23.46,1.04,433.0,20,21.26922989
59.49,82.13,23.46,1.04,433.0,30,21.26922989
59.87,81.88,23.27,1.0,433.86,26,22.2857151
58.12,82.25,23.28,1.07,434.3,16,29.16666603
57.65,84.74,23.63,0.97,432.8,20,24.76666641
57.39,84.72,23.67,0.97,431.0,16,20.24137878
56.83,81.71,23.28,1.0,426.65,26,20.0
62.58,85.31,23.66,1.0,426.67,28,21.83333397
59.6,85.64,23.74,1.0,428.8,26,35.29999924
57.0,83.74,23.35,0.97,428.97,28,23.29999924
57.47,85.34,23.46,0.97,430.87,22,23.06666756
58.63,86.05,23.71,1.0,434.4,30,20.29999924
57.36,82.92,23.41,1.03,440.73,30,20.0
57.33,83.69,23.49,1.0,436.17,29,20.0
57.68,86.66,23.86,1.0,436.33,26,20.0
58.6,83.48,23.58,0.93,433.31,15,20.0
57.17,81.57,23.51,1.0,433.0,23,20.0
57.55,83.76,23.8,1.0,428.0,26,20.0
59.0,81.52,23.39,1.0,426.46,22,20.3571434
57.02,80.71,23.33,0.97,426.07,26,20.0
57.18,82.81,23.74,1.0,426.5,22,20.0
56.14,86.42,23.93,1.0,427.07,17,20.0
57.07,84.27,23.6,1.03,426.5,28,20.0
57.08,82.33,23.33,1.0,426.4,15,20.0
56.85,85.93,23.71,1.03,425.47,16,20.0
56.96,86.68,23.79,1.0,425.57,24,20.0
57.32,82.42,23.38,0.97,425.34,22,20.0
57.09,84.24,23.56,1.03,424.97,30,20.20000076
60.97,85.72,23.72,1.07,409.39,26,28.3214283
59.28,82.31,23.29,1.0,406.72,29,26.62068939
58.26,83.89,23.42,0.97,419.43,26,24.66666603
57.61,86.66,23.68,1.03,424.53,29,29.13333321
57.63,83.87,23.37,0.97,425.63,27,20.33333397
58.52,84.03,23.38,1.0,424.83,17,20.0
56.74,86.25,24.06,1.1,427.67,16,20.03333282
56.34,86.53,24.35,1.0,430.0,22,20.0
56.34,86.53,24.35,1.0,430.0,26,20.0
56.34,86.53,24.35,1.0,430.0,15,20.0
62.26,82.79,24.33,1.24,449.14,21,32.47618866
59.8,81.82,24.38,3.4,458.8,16,30.60000038
58.72,80.14,24.27,4.47,484.33,17,31.0
58.49,79.04,24.53,5.37,519.1,21,40.43333435
59.1,81.08,24.84,4.13,540.93,30,38.29999924
57.25,79.83,24.83,3.27,558.23,19,29.93333244
58.08,77.12,24.39,1.93,552.37,28,20.0
57.22,78.39,24.48,2.57,549.6,25,20.0
57.53,79.52,24.54,1.9,538.07,30,20.0
58.38,77.05,24.34,1.5,536.93,23,20.0
60.76,76.36,24.29,1.54,532.75,20,23.5
59.54,76.37,24.53,1.6,540.6,23,35.46666718
59.12,74.37,24.64,1.83,562.47,22,31.39999962
58.5,73.47,24.64,1.87,571.23,27,35.03333282
57.61,73.07,24.36,1.33,561.6,15,42.16666794
57.34,72.72,24.21,0.93,544.5,16,166.8999939
57.04,74.78,24.48,1.33,542.83,19,215.2333374
56.56,76.76,24.68,1.4,548.97,26,153.2333374
59.09,74.61,24.71,1.7,569.47,27,129.9666595
58.86,73.69,24.62,1.79,577.45,26,78.96551514
58.99,73.63,24.68,1.86,568.14,24,47.1071434
59.0,72.79,24.76,2.0,575.6,25,20.03333282
58.09,72.12,24.68,2.67,576.73,15,20.0
59.25,72.93,24.68,2.4,578.17,18,20.0
60.56,77.04,24.83,2.1,572.93,15,20.0
59.33,77.08,24.5,2.37,554.23,23,20.0
59.36,75.05,24.35,2.0,545.37,21,20.0
56.53,74.0,24.61,1.43,554.27,23,20.0
56.78,75.08,24.72,1.87,563.73,28,20.0
56.76,76.26,24.86,1.9,570.28,27,20.03448296
58.67,76.3,24.6,2.07,559.53,29,20.0
59.51,75.88,24.65,2.39,553.32,25,23.6785717
58.76,74.99,24.45,2.67,543.83,22,20.03333282
58.06,75.81,24.38,2.6,525.43,25,20.0
61.45,78.1,24.51,2.87,515.8,23,20.0
60.17,76.39,24.39,2.87,516.03,18,20.0
59.58,76.5,24.52,3.17,523.23,21,20.46666718
58.32,75.47,24.67,3.77,545.4,29,20.10000038
61.07,75.15,24.69,3.53,555.4,21,20.0
60.28,73.98,24.72,3.31,567.79,29,20.0
58.9,74.09,24.62,3.5,575.1,21,20.0
61.54,77.24,24.55,3.32,548.36,25,26.3571434
61.2,74.07,24.38,4.17,536.07,16,30.63333321
62.71,73.54,24.45,4.0,548.1,26,28.10000038
63.0,73.55,24.67,3.83,560.87,22,22.23333359
62.03,73.53,24.65,3.67,562.03,30,20.03333282
59.75,73.17,24.47,4.07,551.87,26,20.0
58.04,72.55,24.63,3.67,552.93,28,20.0
58.7,73.59,24.72,4.27,552.1,29,20.0
63.54,75.1,24.8,3.9,558.37,20,20.0
64.26,74.24,24.64,4.83,554.86,22,20.0
62.05,74.91,24.61,4.89,556.75,28,20.1785717
62.71,75.22,24.49,4.83,547.07,29,23.53333282
58.96,72.8,24.5,4.5,530.3,17,20.03333282
58.26,72.36,24.49,4.7,514.4,20,20.0
55.52,75.28,24.44,4.73,504.87,31,20.0
58.61,77.12,24.27,4.9,485.57,24,20.0
62.04,78.25,24.29,4.93,474.73,26,20.03333282
60.45,80.69,24.37,5.5,474.77,31,22.66666603
62.01,79.38,24.25,6.13,471.07,31,26.29999924
60.23,77.76,24.25,5.59,485.86,26,29.82758713
58.03,81.63,24.39,4.93,475.27,27,20.0
61.92,81.52,24.35,4.64,466.29,22,24.5357151
64.94,79.27,24.24,4.48,459.26,17,20.0
53.79,80.47,24.53,4.55,463.87,16,20.0
57.0,80.46,24.04,4.4,459.77,29,20.0
57.81,79.45,23.41,4.0,452.23,20,20.0
57.41,81.51,23.59,4.0,444.37,17,20.0
57.39,83.1,23.77,4.2,442.53,26,20.0
57.88,80.91,23.22,4.13,443.47,28,20.0
58.2,80.28,23.21,4.3,444.3,24,20.0
56.7,81.98,23.55,5.0,447.67,19,20.0
61.92,83.02,23.55,4.62,449.45,18,42.6896553
57.31,81.02,23.0,4.6,445.0,18,35.53333282
57.23,83.4,23.35,5.0,442.9,25,39.40000153
56.76,86.03,23.72,5.1,445.8,30,36.16666794
56.89,86.29,23.72,5.27,446.7,20,27.53333282
56.9,82.63,23.16,5.1,447.63,23,20.03333282
57.32,81.35,23.17,5.0,448.17,20,20.0
56.42,83.2,23.54,5.3,446.8,21,20.0
57.26,83.53,23.47,5.07,444.97,20,20.0
56.68,81.6,23.04,5.2,437.6,26,20.20000076
60.17,82.53,23.32,4.87,435.23,26,38.96666718
55.64,85.21,23.66,5.0,436.47,18,35.70588303
55.64,85.21,23.66,5.0,436.47,30,35.70588303
55.64,85.21,23.66,5.0,436.47,24,35.70588303
55.64,85.21,23.66,5.0,436.47,29,35.70588303
55.64,85.21,23.66,5.0,436.47,18,35.70588303
55.64,85.21,23.66,5.0,436.47,29,35.70588303
55.64,85.21,23.66,5.0,436.47,19,35.70588303
55.64,85.21,23.66,5.0,436.47,27,35.70588303
61.73,87.72,23.82,5.83,436.33,22,22.16666603
56.53,90.38,23.97,5.7,439.5,17,28.43333244
55.75,89.94,24.34,6.07,442.3,24,20.33333397
54.34,87.32,24.98,7.47,437.6,22,20.0
54.86,86.84,25.23,8.07,432.67,24,20.0
54.63,86.45,25.3,8.43,432.03,29,20.0
54.7,86.7,25.35,8.9,433.9,28,20.0
54.52,87.34,25.36,9.77,432.33,32,20.0
54.88,87.86,25.45,10.27,431.4,35,20.0
54.01,88.31,25.41,10.4,433.73,30,20.0
54.6,88.11,25.48,10.72,434.21,34,20.0
56.33,87.94,25.55,10.61,430.18,38,29.9642849
54.35,88.06,25.56,10.57,431.53,36,27.96666718
54.9,88.38,25.52,10.8,429.8,35,22.10000038
55.2,88.97,25.45,11.27,428.23,30,20.0
54.02,89.39,25.45,11.5,426.4,32,20.0
53.96,88.9,25.59,10.6,426.7,34,20.0
53.7,88.78,25.7,10.93,428.97,35,20.0
54.41,89.43,25.62,11.13,427.0,34,20.0
54.03,89.55,25.61,11.03,425.3,35,20.0
53.58,89.62,25.64,11.2,428.9,35,20.0
54.45,89.58,25.66,10.93,428.29,32,25.75
54.15,89.26,25.72,11.43,428.33,41,28.03333282
53.37,89.48,25.66,11.87,427.73,33,21.23333359
53.41,89.14,25.68,11.97,432.4,29,20.0
53.17,89.83,25.42,12.4,431.67,27,20.0
53.69,90.03,25.37,12.67,430.83,37,20.0
53.33,90.06,25.36,13.0,431.2,25,20.0
53.21,90.13,25.36,13.6,429.53,32,20.0
52.9,90.11,25.37,13.23,427.9,29,20.0
53.41,90.02,25.37,13.93,430.0,35,20.0
53.56,89.43,25.52,13.36,430.82,28,21.6071434
53.36,89.07,25.63,14.1,428.53,29,26.96666718
52.81,88.61,25.73,14.27,428.8,31,20.79999924
53.28,88.6,25.74,13.9,427.1,38,20.0
52.8,88.14,25.88,14.63,428.23,31,20.0
53.14,87.64,26.0,15.1,430.33,34,20.0
53.4,87.87,25.93,15.6,430.57,25,20.0
52.84,87.66,25.99,15.63,430.6,25,20.0
53.32,87.62,25.99,15.33,434.2,38,20.0
53.13,87.31,26.11,15.8,432.3,38,20.0
52.92,87.17,26.11,15.85,433.07,40,20.0
52.92,87.17,26.11,15.85,433.07,35,20.0
52.92,87.17,26.11,15.85,433.07,40,20.0
52.92,87.17,26.11,15.85,433.07,30,20.0
52.92,87.17,26.11,15.85,433.07,32,20.0
52.92,87.17,26.11,15.85,433.07,25,20.0
52.92,87.17,26.11,15.85,433.07,29,20.0
52.92,87.17,26.11,15.85,433.07,27,20.0
52.92,87.17,26.11,15.85,433.07,37,20.0
52.92,87.17,26.11,15.85,433.07,36,20.0
54.77,87.64,25.74,17.67,424.67,39,20.0
53.23,87.71,25.75,17.1,425.27,34,29.53333282
52.69,86.75,25.99,16.67,425.03,40,24.53333282
53.62,87.04,25.93,16.37,424.0,30,20.10000038
53.01,86.31,26.11,15.83,425.5,33,20.0
53.01,86.56,26.03,16.0,427.7,24,20.0
52.8,85.79,26.2,15.03,425.57,25,20.0
53.18,85.64,26.23,14.57,423.77,22,20.0
52.93,85.84,26.16,14.7,423.13,19,20.0
52.75,85.88,26.14,14.6,421.13,21,20.0
52.57,85.26,26.25,14.17,422.07,19,20.0
52.71,85.01,26.24,13.72,424.28,38,27.5
52.71,85.01,26.24,13.72,424.28,39,27.5
52.71,85.01,26.24,13.72,424.28,33,27.5
52.71,85.01,26.24,13.72,424.28,26,27.5
52.71,85.01,26.24,13.72,424.28,30,27.5
52.71,85.01,26.24,13.72,424.28,40,27.5
52.71,85.01,26.24,13.72,424.28,39,27.5
52.71,85.01,26.24,13.72,424.28,27,27.5
52.71,85.01,26.24,13.72,424.28,29,27.5
52.71,85.01,26.24,13.72,424.28,28,27.5
54.16,82.14,26.3,11.7,424.7,21,32.29629517
53.13,81.74,26.31,11.4,425.93,18,28.89999962
53.41,81.97,26.25,11.17,427.93,21,21.53333282
53.05,82.75,26.02,11.33,427.73,26,20.0
52.93,82.82,26.01,11.3,428.37,26,20.0
52.97,82.75,26.02,11.53,426.27,21,20.0
52.84,82.77,25.99,11.7,423.93,29,20.0
52.7,82.99,25.93,11.73,424.67,28,20.0
53.04,82.04,26.19,11.3,427.27,21,20.0
52.69,82.54,26.1,11.7,425.7,21,20.0
53.31,82.72,26.13,11.37,424.26,31,28.40740776
52.93,82.66,26.18,11.21,426.38,16,33.86206818
52.78,82.74,26.2,11.2,426.97,27,24.60000038
52.75,82.95,26.2,11.0,427.9,28,20.03333282
53.19,82.98,26.28,11.27,426.4,25,20.0
53.19,83.09,26.3,10.73,428.3,24,20.0
53.53,83.22,26.31,10.97,429.33,15,20.0
53.87,83.55,26.3,10.67,427.83,23,20.0
54.01,83.68,26.27,10.43,424.6,25,20.0
53.81,83.96,26.31,10.33,423.0,19,20.0
53.99,85.09,26.12,10.33,427.22,29,21.44444466
55.24,84.75,26.19,10.37,427.8,17,30.86666679
53.54,84.88,26.21,9.97,427.97,16,22.5
54.23,85.45,26.15,10.3,427.37,26,20.03333282
53.63,85.69,26.16,10.73,425.53,27,20.0
54.27,85.63,26.22,10.5,427.6,25,20.0
54.13,85.93,26.19,10.07,427.4,24,20.0
54.95,85.98,26.25,10.1,428.77,22,20.0
54.15,86.57,26.18,10.67,429.67,20,20.0
55.59,86.93,26.14,10.3,429.47,19,20.0
54.77,86.59,26.23,10.03,430.79,29,20.0
57.25,86.46,26.22,9.96,432.86,19,30.0
54.36,86.96,26.18,9.7,431.63,17,23.06666756
55.14,87.11,26.17,9.83,430.23,20,20.0
55.1,87.05,26.2,10.0,429.0,30,20.0
55.46,87.11,26.22,9.7,429.93,28,20.0
55.54,86.97,26.22,9.47,429.9,22,20.0
55.76,87.41,26.26,9.74,433.0,15,20.0
55.81,87.72,26.36,9.9,433.27,24,20.0
56.2,88.18,26.38,10.33,432.6,25,20.0
56.0,88.11,26.3,9.73,434.37,23,20.0
57.92,88.27,26.27,9.59,432.11,27,30.74073982
57.94,88.71,26.22,9.43,433.8,17,30.36666679
56.71,88.86,26.17,9.77,435.37,15,22.76666641
56.45,88.54,26.21,9.4,434.0,18,20.20000076
57.31,88.66,26.17,9.37,436.47,22,20.0
56.77,88.82,26.17,9.3,434.4,18,20.0
56.86,88.44,26.23,8.93,434.57,15,20.0
57.57,87.59,26.15,8.8,435.87,27,20.0
57.73,84.6,25.13,7.47,431.53,15,20.0
57.57,80.54,24.5,6.03,427.23,15,20.0
59.83,76.53,25.33,5.33,423.52,20,23.44444466
58.37,72.56,25.54,4.0,423.37,22,23.13333321
57.64,77.97,24.76,3.43,423.7,24,36.66666794
57.96,77.69,24.12,3.13,421.27,26,20.79999924
56.86,76.59,23.78,2.5,418.83,21,20.0
58.28,80.89,23.93,2.23,418.67,25,20.0
58.07,79.15,23.9,2.07,418.63,19,20.0
58.14,77.48,23.69,2.03,417.6,24,20.0
57.28,81.93,23.9,1.83,413.67,30,20.0
57.64,82.08,24.09,1.77,414.87,15,20.0
58.46,77.58,23.57,1.43,412.79,30,20.25
61.55,80.21,23.51,1.24,409.97,22,39.20689774
58.41,82.06,23.78,1.3,408.73,27,31.66666603
57.2,79.22,23.38,1.63,412.2,23,21.16666603
57.65,80.53,23.38,1.43,413.37,20,20.06666756
57.42,84.28,23.78,1.46,416.29,24,20.0
57.42,84.28,23.78,1.46,416.29,25,20.0
57.42,84.28,23.78,1.46,416.29,30,20.0
57.42,84.28,23.78,1.46,416.29,21,20.0
57.42,84.28,23.78,1.46,416.29,18,20.0
62.78,82.9,23.38,1.25,415.62,16,26.125
58.69,84.07,23.62,1.21,415.59,23,40.41379166
57.72,81.06,23.37,1.13,415.07,21,26.70000076
58.88,83.9,23.49,1.17,415.2,17,26.29999924
57.94,85.0,23.77,1.2,414.17,29,22.73333359
57.41,80.97,23.29,1.3,415.03,17,20.0
57.97,84.54,23.48,1.13,414.43,16,20.5
57.34,84.27,23.69,1.27,415.4,22,20.06666756
58.32,81.1,23.27,1.27,419.1,24,20.0
57.46,84.67,23.57,1.4,420.63,22,20.0
57.39,85.36,23.75,1.63,421.5,24,20.0
61.69,81.1,23.29,1.63,421.63,15,26.51851845
56.38,84.06,23.48,1.61,420.86,28,29.0
57.54,86.37,23.77,1.5,419.17,21,24.0
57.1,82.45,23.47,1.31,418.93,25,20.0
56.54,84.27,23.53,1.6,419.57,18,20.0
56.85,84.22,23.66,1.57,420.27,21,20.0
57.93,81.0,23.26,1.9,417.17,18,20.0
57.47,85.18,23.61,1.97,415.03,25,20.03333282
57.2,84.16,23.71,1.97,417.34,30,20.06896591
58.3,83.98,23.45,2.5,414.5,21,20.0
62.31,85.78,23.69,2.21,415.82,26,41.8928566
58.32,83.89,23.62,2.27,416.6,23,27.23333359
57.79,82.64,23.34,2.13,419.73,21,23.29999924
58.2,85.59,23.66,2.3,421.87,30,26.83333397
57.15,81.72,23.4,2.2,422.23,15,20.13333321
58.19,83.2,23.39,2.23,416.8,23,20.39999962
58.08,85.89,23.75,2.3,417.3,29,20.0
57.64,80.58,23.31,2.13,419.87,26,20.0
58.1,78.47,23.18,2.07,417.7,24,20.0
58.42,80.69,23.67,2.07,414.1,28,20.03333282
61.18,81.98,23.74,2.07,415.18,30,26.1428566
57.96,79.92,23.29,2.07,412.3,25,21.33333397
58.38,81.97,23.67,2.1,410.58,25,20.32258034
56.78,84.3,23.91,1.97,414.13,25,20.13333321
57.88,81.76,23.59,2.0,414.52,30,20.0
57.38,80.4,23.32,2.03,409.63,20,20.0
57.2,84.04,23.67,2.03,411.97,23,20.0
57.0,83.06,23.66,2.07,413.93,29,20.0
57.91,80.59,23.35,1.97,413.39,17,20.0
56.76,83.86,23.59,2.03,412.43,28,20.0
59.87,84.72,23.7,2.21,411.14,20,22.82758713
61.33,80.97,23.38,2.03,413.59,22,25.65517235
57.13,83.29,23.47,2.03,418.57,19,21.83333397
57.61,85.24,23.66,2.13,419.13,24,20.0
58.88,81.36,23.34,2.2,418.8,18,20.0
57.15,81.16,23.53,2.17,416.23,30,20.0
56.17,83.67,23.98,2.1,415.53,28,20.0
58.17,80.37,23.73,2.13,415.3,26,20.0
58.05,78.92,23.62,2.03,414.2,30,20.0
57.05,82.77,23.98,2.17,415.57,28,20.0
58.84,83.78,24.01,2.25,416.54,26,20.2142849
63.27,79.59,23.42,2.1,416.9,19,28.23333359
58.21,82.58,23.49,2.41,419.14,26,31.79310417
57.73,86.99,23.77,2.43,419.17,30,28.70000076
57.11,82.68,23.4,2.4,418.57,30,20.5
57.72,83.83,23.27,2.7,419.73,18,21.0
57.36,86.74,23.58,2.8,416.93,24,20.0
57.64,83.86,23.39,2.53,419.27,25,20.0
58.03,83.13,23.12,2.67,420.2,29,20.0
57.14,86.3,23.46,2.8,418.73,17,20.0
56.87,84.97,23.51,2.87,420.3,29,20.0
60.47,82.57,23.32,3.0,424.38,21,20.125
60.47,82.57,23.32,3.0,424.38,29,20.125
60.47,82.57,23.32,3.0,424.38,17,20.125
60.47,82.57,23.32,3.0,424.38,25,20.125
60.47,82.57,23.32,3.0,424.38,22,20.125
60.47,82.57,23.32,3.0,424.38,17,20.125
60.47,82.57,23.32,3.0,424.38,27,20.125
60.47,82.57,23.32,3.0,424.38,24,20.125
60.47,82.57,23.32,3.0,424.38,20,20.125
60.47,82.57,23.32,3.0,424.38,16,20.125
63.5,83.87,23.32,3.07,421.18,19,34.82143021
58.37,83.71,23.68,3.52,425.48,30,29.86206818
58.78,82.99,23.71,3.97,430.7,20,23.89999962
57.2,78.73,23.48,3.93,436.83,26,20.60000038
57.15,77.07,23.45,3.6,443.83,29,20.0
58.67,80.35,23.74,3.6,445.4,17,20.03333282
58.19,81.09,23.8,3.67,445.1,22,20.0
56.43,77.74,23.48,3.5,443.63,27,20.0
58.92,77.95,23.51,3.3,445.57,16,20.0
58.79,81.32,23.78,3.7,445.57,21,20.0
63.12,79.32,23.6,4.03,445.21,16,25.93103409
64.58,81.9,24.12,8.52,438.41,17,42.55172348
61.45,82.41,24.08,6.23,432.87,20,34.06666565
60.22,82.56,23.7,5.6,432.5,26,21.10000038
58.85,80.63,23.44,4.63,437.27,19,20.0
58.8,78.14,23.22,3.8,439.77,30,20.0
60.16,77.52,23.01,3.6,436.2,15,20.0
60.67,77.46,23.03,3.3,437.23,16,20.0
60.94,79.35,23.4,3.23,440.07,20,20.0
62.56,82.26,23.76,3.6,441.03,22,20.0
64.1,80.43,23.59,3.36,444.75,27,23.9285717
64.27,77.84,23.4,3.33,444.63,22,37.36666489
63.36,78.74,23.53,3.31,443.9,15,36.96551895
59.7,83.33,23.79,3.13,449.93,27,39.83333206
58.72,86.08,23.91,2.67,450.7,22,35.96666718
59.96,87.74,23.96,2.73,448.87,22,27.26666641
60.31,88.66,23.96,2.03,450.07,24,20.46666718
58.99,89.22,23.97,1.97,451.13,25,20.0
58.81,89.93,23.98,2.1,449.67,20,20.0
59.13,89.94,23.97,2.23,445.6,24,20.0
59.2,89.76,23.92,2.03,444.79,18,20.0
64.88,89.45,23.92,2.69,444.69,25,28.79310417
60.4,89.67,23.92,3.1,444.28,17,25.06896591
58.37,90.13,23.97,3.07,445.2,29,22.36666679
58.53,90.79,24.03,3.4,449.73,18,24.96666718
58.97,91.48,24.08,3.97,455.8,17,23.13333321
59.28,90.88,24.05,4.07,459.37,28,20.20000076
58.43,90.53,24.02,3.97,462.53,30,20.0
59.15,90.5,24.02,4.14,464.0,27,20.0
59.15,90.5,24.02,4.14,464.0,18,20.0
61.4,87.11,23.98,3.75,450.0,16,22.0
62.73,85.83,23.97,3.2,449.17,30,27.10000038
59.3,84.92,23.95,3.21,448.38,28,20.20689583
58.76,86.77,24.13,3.4,452.7,20,29.66666603
58.67,87.08,24.18,3.3,454.93,17,35.26666641
58.41,87.68,24.09,3.37,454.63,20,31.66666603
58.36,89.97,24.14,3.23,460.7,21,34.09999847
58.27,90.69,24.09,3.43,457.2,18,36.03333282
58.66,91.12,24.04,3.43,459.57,17,38.96666718
58.52,91.19,24.02,3.67,462.9,18,35.59999847
57.46,92.12,24.05,3.7,460.83,21,24.79999924
60.58,92.58,24.01,3.46,457.21,22,21.1785717
57.73,92.71,23.97,3.45,454.79,27,20.0
57.82,92.74,23.97,3.2,455.0,21,20.0
56.64,92.46,23.92,2.73,451.87,30,20.0
56.53,92.27,23.85,2.33,448.9,30,20.0
57.05,92.78,23.85,2.07,447.03,22,20.0
56.5,92.44,23.87,1.83,449.1,16,20.0
56.58,92.23,23.87,2.0,451.2,22,20.0
55.85,92.72,23.95,1.73,450.63,26,20.0
55.68,92.2,23.98,1.8,450.67,22,20.0
58.6,90.92,23.94,1.79,451.96,19,28.1785717
57.09,90.74,23.95,1.73,454.37,28,36.26666641
55.44,90.75,23.97,1.9,454.79,15,33.20689774
55.35,91.17,23.97,1.93,456.33,21,31.46666718
55.46,91.87,24.05,2.0,458.37,18,29.83333397
55.07,92.23,24.13,2.07,461.47,29,28.03333282
55.98,91.83,24.09,1.93,461.07,22,23.43333244
56.12,92.12,24.15,2.1,461.8,25,20.93333244
55.57,92.3,24.19,2.0,458.9,25,20.10000038
56.6,92.04,24.26,2.07,459.75,18,20.0
57.16,91.95,24.27,2.18,459.29,24,20.6785717
56.03,91.95,24.27,2.1,460.7,21,26.43333244
55.59,92.24,24.27,2.1,458.41,30,20.93103409
56.36,93.0,24.34,2.13,461.63,16,20.06666756
57.18,92.99,24.45,2.0,464.37,26,20.0
56.19,91.44,24.63,2.2,462.13,21,20.0
55.64,90.78,24.73,2.66,476.25,29,20.0
54.95,90.52,24.79,2.67,487.15,27,20.0
55.78,90.2,24.85,2.5,499.31,16,20.0
54.84,90.02,24.88,2.35,507.84,24,20.0
53.59,89.91,24.91,2.37,512.0,24,20.0
55.15,89.84,24.94,2.57,519.61,29,34.2857132
54.23,89.78,24.97,2.4,521.87,24,32.26666641
55.19,89.62,25.01,2.31,527.28,20,26.17241287
55.58,89.5,25.03,2.57,530.13,31,21.53333282
55.72,89.5,25.04,2.5,533.7,28,20.06666756
52.66,89.43,25.04,2.97,538.77,17,20.0
52.21,89.6,25.0,2.8,542.37,26,20.0
52.73,89.72,24.96,2.47,535.53,30,20.0
52.35,89.75,24.95,2.33,533.27,16,20.0
52.67,89.89,24.93,2.13,527.07,27,20.0
52.44,89.72,24.96,2.25,519.5,24,24.0714283
52.18,88.92,25.11,2.53,520.8,18,24.53333282
52.24,88.31,25.25,2.38,521.41,17,20.24137878
52.06,87.83,25.34,2.2,521.27,28,20.0
52.45,87.49,25.4,2.27,520.23,18,20.0
52.17,87.58,25.39,2.47,516.4,28,20.0
52.45,88.3,25.22,3.42,507.84,28,20.0
52.61,88.02,25.26,4.0,493.1,30,20.0
52.41,87.65,25.29,4.37,487.87,21,20.0
52.47,87.49,25.29,4.97,481.47,18,20.0
52.23,87.51,25.29,5.68,480.21,19,20.9642849
52.93,87.6,25.25,5.67,480.73,27,22.33333397
52.12,87.49,25.25,5.97,474.57,19,20.0
52.13,87.59,25.22,5.9,474.34,26,20.0
51.86,87.26,25.3,5.83,471.87,22,20.0
52.08,87.38,25.3,6.53,466.7,21,20.0
51.94,87.23,25.32,6.7,466.77,21,20.0
52.87,87.45,25.25,5.97,466.27,28,20.0
52.91,87.29,25.29,5.97,466.73,25,20.0
52.4,87.17,25.31,5.9,466.17,24,20.0
52.41,87.26,25.28,6.28,464.79,20,20.0
52.71,87.22,25.28,6.21,462.07,21,28.96551704
52.12,87.18,25.27,6.27,461.87,15,22.86666679
51.98,87.01,25.3,6.4,458.7,15,20.26666641
51.82,87.07,25.29,5.9,461.43,23,20.0
51.85,86.84,25.34,6.19,462.71,17,20.0
52.21,86.69,25.38,5.27,463.13,27,20.0
52.06,86.72,25.36,5.27,462.0,29,20.0
51.97,86.61,25.38,5.27,460.93,23,20.0
52.1,86.51,25.39,5.33,461.7,31,20.0
52.17,86.56,25.38,4.97,460.43,24,20.0
52.2,86.6,25.36,4.86,463.54,27,26.9285717
51.7,86.76,25.33,4.77,461.83,30,25.53333282
51.59,86.79,25.32,4.93,460.24,19,20.93103409
51.82,86.73,25.33,5.0,456.93,22,20.0
51.74,86.53,25.38,4.7,458.17,31,20.0
51.92,86.67,25.35,4.63,462.0,23,20.0
51.55,86.72,25.33,4.6,460.0,30,20.0
51.79,86.69,25.33,4.43,461.9,20,20.0
51.56,86.68,25.34,4.3,462.57,19,20.0
51.63,86.67,25.33,4.27,457.1,30,20.0
52.01,86.48,25.37,4.03,456.66,19,21.06896591
51.78,86.53,25.35,4.27,459.27,19,21.79999924
51.76,86.47,25.36,4.27,458.53,20,20.0
51.78,86.59,25.33,4.24,456.55,26,20.0
51.86,86.42,25.36,3.87,457.43,26,20.0
52.15,86.38,25.37,4.17,457.83,25,20.0
51.93,86.27,25.38,3.93,455.77,31,20.0
51.83,86.28,25.37,3.77,454.33,21,20.0
51.96,86.16,25.39,3.77,457.97,18,20.0
51.75,86.22,25.38,4.13,458.1,21,20.0
51.99,86.16,25.39,3.96,460.5,22,20.0714283
52.13,86.21,25.38,3.83,460.6,17,28.36666679
51.86,86.22,25.38,3.63,462.77,19,21.20000076
51.82,86.09,25.41,3.66,460.9,31,20.0
51.79,86.12,25.4,3.87,459.4,21,20.0
51.99,85.95,25.44,3.7,461.43,18,20.0
52.09,85.94,25.44,3.6,458.6,22,20.0
52.04,86.04,25.41,3.33,455.43,17,20.0
52.05,85.97,25.43,3.4,456.07,30,20.0
52.06,85.82,25.46,3.43,455.9,25,20.0
51.94,86.02,25.42,3.47,456.13,28,20.0
52.32,85.91,25.44,3.61,456.32,28,29.5
51.73,85.9,25.44,3.7,457.7,18,25.0
51.79,85.79,25.47,3.53,457.7,30,20.39999962
51.87,85.89,25.45,3.69,458.03,16,20.0
51.93,85.96,25.44,3.6,454.67,16,20.0
52.11,85.84,25.46,3.57,452.03,20,20.0
51.85,85.85,25.46,3.37,449.53,20,20.0
51.81,85.9,25.45,3.53,452.2,22,20.0
52.24,85.89,25.45,3.27,451.63,21,20.0
52.2,85.83,25.47,3.7,451.53,18,20.0
52.45,85.81,25.48,3.47,451.03,17,23.16666603
