Atmospheric Pressure,indoor_relative_humidity [%],air_temperature [Celsius],pm2.5 [mu_g/m3],indoor_co2 [ppm],occupant_count [number],voc [ppb]
55.83,77.29,29.05,73.27,657.7,32,20.0
56.14,77.5,28.88,71.04,606.04,21,20.0
57.27,78.2,28.75,78.53,589.83,19,24.23333359
55.38,78.4,28.63,83.59,587.1,15,22.3103447
58.53,78.45,28.6,82.97,561.77,20,22.13333321
58.73,80.51,28.96,137.2,620.53,25,76.53333282
55.37,81.5,28.98,186.1,697.4,27,77.96666718
55.74,81.56,28.94,176.1,683.4,30,63.79999924
54.16,82.05,29.09,174.8,734.1,26,64.09999847
56.5,81.74,29.16,179.23,768.27,31,58.33333206
53.78,82.67,29.12,183.1,850.1,39,59.09999847
56.03,80.82,28.8,120.17,871.31,38,20.17241287
54.87,80.1,28.7,84.33,849.7,42,20.03333282
55.03,79.26,28.68,58.59,821.9,29,20.0
55.12,78.7,28.67,41.86,794.71,25,20.0357151
54.63,79.41,28.81,37.83,808.0,28,32.89655304
53.63,80.61,29.0,39.8,951.87,42,53.70000076
53.1,81.83,29.1,39.57,1090.6,55,60.16666794
53.9,82.89,29.18,40.17,1222.07,57,59.70000076
57.04,82.95,29.3,38.3,1335.22,65,58.92592621
54.35,83.36,29.31,37.87,1428.9,65,43.90000153
55.44,83.69,29.27,36.86,1489.36,72,40.82143021
58.2,82.26,29.29,34.1,1456.28,62,20.03448296
57.61,81.6,29.28,34.5,1386.43,79,20.0
56.82,81.91,29.27,35.27,1351.47,61,20.13333321
55.3,81.28,29.34,32.69,1333.48,71,20.0
55.0,81.39,29.34,38.76,1278.79,64,20.20689583
54.89,81.88,29.32,60.4,1280.83,62,20.06666756
55.87,82.57,29.29,89.43,1271.3,56,20.03333282
55.53,82.68,29.34,105.5,1247.97,54,20.0
57.24,83.37,29.37,102.63,1249.0,51,38.63333511
58.11,83.73,29.33,99.57,1283.07,66,54.13333511
59.55,83.45,29.37,89.25,1282.68,63,22.8214283
59.41,83.19,29.35,84.03,1222.93,55,20.39999962
56.82,82.43,29.0,61.13,1095.17,48,20.10000038
53.89,82.75,28.77,42.86,966.83,42,20.27586174
54.3,82.76,28.75,32.73,920.93,45,20.70000076
53.23,82.62,28.71,24.63,893.3,36,20.10000038
54.84,82.38,28.72,19.2,867.43,43,20.03333282
52.63,82.3,28.71,16.4,849.43,41,20.33333397
52.17,81.87,28.69,13.64,843.54,45,20.0
52.96,81.34,28.71,12.07,842.27,38,20.0
54.28,80.97,28.72,10.5,834.96,27,23.75
54.51,80.96,28.73,9.41,825.03,30,28.55172348
54.03,80.79,28.74,8.8,821.63,26,23.29999924
59.21,80.42,28.72,9.45,792.9,31,20.0
55.67,80.14,28.66,10.9,731.79,25,20.0
56.11,79.98,28.62,11.5,673.39,35,20.0
54.77,79.8,28.59,10.38,634.41,34,20.0
56.49,79.52,28.58,11.07,602.45,15,20.0
55.76,79.26,28.59,11.53,581.1,22,20.03333282
59.92,79.44,28.59,12.5,582.2,28,20.0
55.1,79.07,28.57,11.18,548.21,27,20.3571434
57.41,79.0,28.58,10.7,527.67,26,21.16666603
60.19,79.16,28.64,11.17,557.03,27,35.23333359
59.2,79.31,28.6,10.27,564.37,23,43.46666718
59.53,79.57,28.58,9.24,552.59,20,34.75862122
58.47,79.68,28.59,8.53,549.83,24,24.89999962
55.77,78.97,28.66,11.3,552.53,30,20.96666718
54.4,79.04,28.71,13.5,573.57,23,20.10000038
53.65,79.5,28.75,12.27,626.37,36,20.66666603
53.48,79.73,28.82,10.5,677.0,35,20.03333282
54.09,79.6,28.87,8.97,716.52,25,20.0
54.9,79.2,28.92,8.59,733.86,25,27.41379356
54.1,78.91,28.95,8.4,744.47,33,21.03333282
53.92,78.77,28.99,7.76,754.0,29,20.03448296
53.69,78.69,29.01,7.77,756.13,26,20.0
54.93,78.92,29.05,7.63,765.27,33,20.0
55.07,78.95,29.06,7.1,757.1,32,20.0
56.23,79.01,29.07,6.97,744.23,31,20.20000076
61.52,78.54,29.05,7.87,705.03,35,20.0
61.35,78.24,29.03,8.4,665.77,26,20.0
62.79,78.13,29.03,9.63,633.4,29,200.3000031
63.06,78.56,29.04,11.75,628.25,32,116.4285736
60.49,79.27,28.99,12.7,627.47,32,20.56666756
60.06,79.19,28.97,11.63,645.1,29,20.0
55.94,78.8,28.95,11.17,619.37,25,20.0
58.31,78.41,28.96,10.69,604.97,16,20.0
57.55,78.2,29.0,9.9,593.13,19,20.0
57.35,78.14,29.01,9.3,580.97,23,21.86666679
56.08,78.01,29.07,8.77,578.33,28,20.0
57.92,77.34,29.12,8.17,572.67,34,20.0
54.73,76.8,29.07,6.83,549.77,30,20.0
55.22,76.49,29.02,5.89,520.54,18,20.3571434
54.81,76.03,29.0,5.27,497.43,29,20.10000038
54.43,75.61,28.98,5.33,483.73,33,20.0
54.64,75.32,28.97,5.47,481.7,28,20.0
54.52,75.13,28.94,5.79,479.66,27,20.0
53.92,75.22,28.85,6.13,483.07,27,20.0
54.31,75.56,28.82,6.3,482.87,20,20.0
52.99,75.8,28.84,6.43,480.6,21,20.0
53.65,75.96,28.86,5.7,480.87,24,20.0
54.75,76.13,28.83,5.03,480.17,34,20.0
53.59,76.47,28.76,4.68,473.32,26,20.0
54.16,76.1,28.85,4.37,468.27,30,38.90000153
53.2,75.32,29.06,4.17,465.03,30,44.73333359
54.14,75.05,29.12,4.23,465.37,22,38.20000076
54.45,75.12,29.09,4.1,467.2,25,31.79999924
54.28,75.09,29.1,4.0,466.83,34,26.55172348
53.81,75.1,29.09,4.3,467.17,26,22.93333244
53.16,75.14,29.07,4.1,465.37,21,20.46666718
52.77,75.24,29.04,4.0,459.83,22,20.20000076
52.65,75.24,29.04,4.2,460.5,30,20.0
52.9,75.37,29.0,3.77,458.63,22,20.0
54.33,75.47,28.97,3.86,457.11,20,20.6428566
52.44,75.53,28.95,3.83,460.8,24,20.26666641
52.42,75.64,28.91,3.77,459.53,40,20.0
52.57,75.68,28.91,3.73,458.7,46,20.0
52.46,75.71,28.9,3.87,452.63,50,20.06666756
52.43,75.79,28.87,3.8,455.0,49,20.0
52.82,75.94,28.83,3.73,457.27,38,20.0
52.68,76.0,28.82,3.57,455.03,50,20.0
52.41,76.08,28.78,3.9,452.43,47,20.0
52.5,76.17,28.76,3.6,451.1,42,20.0
52.66,76.16,28.77,3.32,449.68,42,21.1428566
52.54,76.31,28.72,3.23,448.7,37,23.26666641
52.1,76.48,28.68,3.33,446.73,41,20.23333359
52.25,76.41,28.69,3.23,446.43,33,20.06666756
52.18,76.56,28.65,3.31,450.03,32,20.0
52.16,76.6,28.64,3.07,450.23,34,20.0
52.05,76.59,28.65,3.2,452.5,20,20.0
52.12,76.58,28.66,3.07,449.97,25,20.0
52.13,76.67,28.63,3.17,451.17,25,20.0
52.02,76.72,28.63,3.1,448.27,30,20.0
52.59,76.82,28.6,3.11,448.5,18,20.0
52.29,76.85,28.59,3.07,449.43,27,20.46666718
52.3,76.93,28.57,3.07,449.77,18,20.0
51.91,77.05,28.55,3.23,453.0,20,20.0
51.97,77.04,28.55,3.2,448.53,20,20.0
51.92,77.19,28.51,3.0,448.86,22,20.0
52.2,77.15,28.52,3.0,450.47,42,20.0
52.0,77.31,28.48,3.03,450.17,48,20.0
52.05,77.32,28.47,3.2,450.83,35,20.0
52.04,77.37,28.46,2.8,448.13,40,20.0
51.78,77.51,28.42,3.03,446.33,48,20.0
52.55,77.49,28.44,3.04,444.36,39,31.0714283
52.15,77.61,28.41,3.1,447.53,48,27.96666718
51.96,77.72,28.37,3.23,446.8,39,22.29999924
51.85,77.78,28.37,2.97,444.67,36,20.20000076
51.87,77.77,28.37,2.9,445.24,47,20.0
52.02,77.78,28.38,3.17,446.37,44,20.0
51.96,77.87,28.36,3.07,448.17,26,20.0
52.02,77.93,28.34,3.2,447.57,18,20.0
51.9,78.04,28.32,2.97,442.33,17,20.0
51.57,78.08,28.31,3.03,442.17,28,20.0
52.07,78.05,28.32,3.04,441.0,29,20.0357151
51.91,78.13,28.3,3.2,441.8,24,20.0
52.13,78.13,28.31,2.93,441.27,32,20.0
51.85,78.3,28.27,3.4,443.53,21,20.0
51.92,78.23,28.29,3.03,444.8,18,20.0
51.83,78.24,28.28,3.0,444.79,23,20.0
51.75,78.32,28.26,3.1,444.3,22,20.0
51.8,78.35,28.26,3.1,442.3,31,20.0
51.85,78.36,28.26,3.13,439.5,20,20.0
51.92,78.38,28.26,3.17,441.6,39,20.0
51.53,78.51,28.23,3.04,442.43,34,20.0357151
51.68,78.6,28.22,3.1,439.47,45,20.70000076
51.71,78.58,28.24,3.2,441.63,38,20.0
51.84,78.72,28.21,3.33,437.63,48,20.0
51.68,78.76,28.21,3.37,441.23,44,20.0
51.71,78.8,28.2,3.38,441.59,38,20.0
51.63,78.85,28.21,3.4,442.7,49,20.0
51.56,78.86,28.21,3.4,440.23,42,20.0
51.78,78.99,28.2,3.77,441.17,43,20.0
52.44,79.08,28.19,3.67,439.2,32,20.0
53.01,79.12,28.21,4.07,438.62,28,20.0
52.22,79.21,28.19,3.93,405.52,22,24.37931061
52.14,79.28,28.17,4.03,425.37,21,21.66666603
51.89,79.31,28.17,4.0,432.43,19,20.10000038
51.72,79.35,28.16,4.0,436.43,28,20.0
51.64,79.44,28.13,4.31,436.34,19,20.0
51.7,79.48,28.12,4.03,434.93,24,20.0
51.65,79.51,28.11,4.1,433.57,20,20.0
51.69,79.53,28.1,3.87,433.23,33,20.0
51.6,79.43,28.12,4.07,433.63,20,20.0
51.62,79.56,28.09,3.8,433.17,34,20.0
51.66,79.58,28.07,3.64,431.18,24,20.0714283
51.55,79.5,28.1,3.77,434.3,21,20.06666756
51.57,79.45,28.11,3.8,436.2,25,20.0
52.14,79.64,28.06,3.67,435.5,19,20.0
52.36,79.63,28.06,3.73,434.47,22,20.0
51.95,79.64,28.07,4.0,435.69,21,20.0
51.97,79.71,28.06,3.7,436.43,16,20.0
51.85,79.87,28.03,3.93,434.47,29,20.0
51.81,79.84,28.03,3.83,434.83,22,20.0
51.67,79.7,28.06,3.73,430.9,26,20.0
51.4,79.78,28.04,3.82,429.89,30,20.0357151
51.72,79.91,28.01,3.97,430.23,29,20.06666756
51.54,79.9,28.02,3.73,431.37,28,20.0
51.54,80.05,27.98,3.83,431.67,24,20.0
51.55,80.03,27.98,3.97,430.53,22,20.0
51.62,79.91,28.02,4.28,431.0,30,20.0
51.6,80.23,27.95,4.07,432.77,18,20.0
51.59,80.29,27.94,4.33,429.83,16,20.0
51.51,80.42,27.91,4.2,430.0,24,20.0
51.75,80.57,27.88,4.2,433.03,30,20.0
51.31,80.33,27.94,4.46,432.61,21,20.0
51.6,80.17,27.99,4.43,432.8,20,20.13333321
51.7,80.42,27.93,4.33,433.63,20,20.0
51.54,80.39,27.96,4.5,432.13,20,20.0
51.72,80.49,27.95,4.43,433.83,29,20.0
51.65,80.58,27.94,4.5,434.93,15,20.0
51.62,80.59,27.94,4.45,432.79,27,20.0
51.75,80.78,27.91,4.6,433.13,29,20.0
51.63,80.72,27.95,4.47,433.73,25,20.0
51.8,80.7,27.96,4.63,434.03,21,20.0
51.89,80.93,27.94,4.93,434.87,22,20.0
51.62,81.11,27.91,4.96,435.46,18,21.2857151
51.82,81.07,27.94,5.03,438.13,26,20.16666603
51.9,81.15,27.96,5.07,437.37,26,20.0
51.94,81.39,27.93,5.2,437.37,23,20.0
51.8,81.64,27.92,5.23,436.37,26,20.0
51.87,81.31,28.01,4.97,436.83,19,20.0
51.84,81.49,27.98,5.27,437.13,22,20.0
51.86,81.7,27.93,5.3,436.9,20,20.03333282
51.96,81.6,27.96,5.03,438.1,23,20.0
51.88,81.6,27.96,5.13,438.2,30,20.0
51.71,81.71,27.95,5.07,435.29,29,20.4285717
52.05,81.71,27.94,5.17,434.83,28,20.23333359
51.9,81.79,27.94,5.07,433.63,26,20.0
51.97,81.9,27.9,4.97,434.73,20,20.0
52.02,81.79,27.94,4.9,435.17,21,20.0
51.97,82.05,27.87,4.93,438.45,23,20.0
52.13,82.02,27.88,4.93,440.1,25,20.0
52.0,81.93,27.91,4.97,437.8,30,20.0
51.85,81.99,27.88,4.97,437.47,22,20.0
52.07,82.02,27.89,4.57,437.93,18,20.0
52.28,82.27,27.84,4.71,437.82,26,20.0
52.0,82.34,27.83,4.63,437.97,26,20.43333244
51.8,82.27,27.84,4.7,438.0,19,20.0
51.94,82.4,27.82,4.87,437.87,22,20.0
52.63,82.29,27.83,4.37,436.7,17,20.0
52.61,82.41,27.79,4.37,434.87,27,20.0
52.21,82.42,27.79,4.66,433.07,27,20.0
52.08,82.49,27.77,4.43,437.8,15,20.0
52.1,82.44,27.78,4.53,432.97,21,20.0
52.32,82.45,27.77,4.0,434.03,24,20.0
52.39,82.62,27.72,4.33,437.03,15,20.0
52.48,82.57,27.73,4.11,435.11,30,28.7857151
52.2,82.58,27.72,4.17,437.17,16,25.60000038
52.25,82.59,27.72,4.3,436.4,17,21.06666756
52.13,82.54,27.72,4.3,437.5,24,20.0
52.32,82.53,27.72,4.1,436.3,27,20.0
52.23,82.53,27.72,4.17,436.1,20,20.0
52.73,82.55,27.7,4.03,439.2,27,20.0
52.65,82.4,27.73,3.97,439.7,21,20.0
52.45,82.46,27.71,3.93,436.87,27,20.0
52.71,82.33,27.73,3.9,438.5,30,20.0
53.71,82.4,27.71,3.57,436.89,17,21.6428566
53.03,82.39,27.7,3.7,436.63,15,21.20000076
52.7,82.42,27.69,3.9,438.1,30,20.0
52.46,82.36,27.7,3.77,437.03,29,20.0
52.57,82.33,27.7,3.57,437.07,26,20.0
52.7,82.41,27.68,3.63,437.17,22,20.0
52.7,82.08,27.75,3.62,438.21,18,20.0
52.96,82.16,27.73,3.57,441.83,26,20.0
52.86,82.05,27.74,3.83,440.63,26,20.0
52.93,82.11,27.71,3.6,438.63,20,20.0
53.66,82.19,27.7,3.68,438.86,16,20.0357151
53.57,82.49,27.59,3.67,438.57,24,20.73333359
53.05,78.56,27.25,3.77,436.13,20,20.03333282
53.66,72.99,26.69,3.47,433.13,16,20.0
53.97,70.69,26.32,3.8,426.53,15,20.0
54.18,69.73,26.07,3.6,422.73,17,20.0
54.39,68.71,25.95,3.83,421.14,29,20.0
54.76,67.92,25.84,3.77,418.33,23,20.0
55.0,67.2,25.75,3.93,417.27,28,20.0
55.53,66.86,25.66,4.13,418.0,26,20.0
55.39,66.24,25.76,4.31,417.52,26,20.0
57.01,65.85,25.86,4.17,416.93,27,21.79310417
57.08,65.66,25.81,4.37,416.5,15,20.06666756
57.25,64.74,25.87,5.07,423.43,15,20.0
59.25,61.93,26.37,5.37,434.57,25,21.5
58.57,58.83,27.16,4.77,442.9,29,20.36666679
56.81,57.73,27.08,5.9,445.31,24,20.0
54.29,57.56,26.63,6.53,449.57,19,20.0
54.84,57.01,26.27,5.83,447.73,29,20.0
56.82,56.71,26.01,6.37,446.0,25,20.0
54.89,56.85,25.79,8.0,445.9,17,20.0
57.53,57.01,25.61,9.11,453.93,18,29.9642849
56.62,56.93,25.52,8.2,461.27,26,33.16666794
55.12,56.7,25.47,7.33,460.8,22,25.13333321
55.49,56.6,25.44,7.6,460.8,22,20.33333397
55.18,56.79,25.31,9.27,464.07,19,20.0
55.98,57.19,25.16,9.37,467.8,29,191.0
55.9,57.27,25.11,9.72,479.41,24,418.758606
57.16,57.49,25.1,8.87,481.27,18,250.2333374
57.64,57.58,25.08,10.2,484.83,20,143.3666687
58.09,57.75,24.97,15.13,483.37,16,87.43333435
55.94,58.27,24.82,24.36,487.5,17,107.75
62.17,59.5,24.67,45.7,496.57,27,20.0
56.79,60.16,24.62,65.87,515.8,29,20.0
56.11,60.36,24.56,80.23,506.27,27,20.0
55.92,60.79,24.49,90.33,499.13,15,20.0
57.4,60.88,24.43,99.43,496.37,20,20.0
57.14,60.53,24.49,104.07,491.55,15,20.0
55.48,59.75,24.54,99.3,471.27,17,20.0
55.92,57.58,24.87,76.1,478.4,16,20.0
57.5,56.34,24.97,53.9,499.5,26,20.0
54.69,56.44,25.08,44.21,527.18,30,20.0
55.52,55.18,25.44,30.53,579.3,22,26.5
54.89,55.87,25.18,25.13,615.1,28,26.83333397
54.55,54.68,25.48,19.73,644.2,35,21.76666641
55.5,54.0,25.65,16.77,664.33,26,20.29999924
54.89,53.75,25.69,13.33,679.13,30,20.0
55.38,53.95,25.44,12.48,678.38,29,20.0
55.26,52.94,25.61,11.07,680.6,33,20.0
54.54,52.58,25.55,10.53,681.4,25,20.0
54.5,52.65,25.38,9.03,677.73,33,20.0
55.23,51.92,25.47,8.87,673.73,26,20.0
55.97,52.75,25.0,8.57,660.96,30,20.1785717
57.36,52.61,24.86,9.97,631.77,30,20.03333282
55.86,52.08,24.89,9.9,589.5,16,20.0
54.62,51.8,24.86,10.47,571.2,27,20.43333244
58.49,51.51,24.88,10.9,548.47,24,20.0
54.83,51.15,24.84,9.27,518.87,30,20.0
53.42,50.94,24.81,9.45,490.14,24,20.0
53.62,51.19,24.69,8.4,470.03,20,20.0
58.76,51.98,24.58,10.2,490.93,16,24.56666756
56.48,52.09,24.48,9.27,541.33,19,26.29999924
60.91,51.44,24.71,8.79,529.89,21,22.6071434
54.47,51.6,24.58,9.37,504.3,19,29.70000076
53.37,51.6,24.47,8.0,493.63,16,26.43333244
55.13,51.88,24.9,10.4,498.8,25,30.73333359
52.75,53.01,25.15,12.37,607.57,15,51.09999847
52.56,53.76,24.95,10.63,676.4,30,57.09999847
54.83,53.32,25.16,8.9,713.93,28,61.86206818
54.09,52.72,25.25,9.2,743.0,30,58.63333511
53.93,52.03,25.44,8.13,765.63,31,51.43333435
54.32,51.65,25.49,7.77,782.8,34,41.20000076
55.58,51.68,25.38,7.21,784.54,27,31.5357151
56.28,51.6,25.36,7.37,793.47,26,23.39999962
54.73,51.29,25.43,6.97,795.07,33,20.03333282
53.98,51.14,25.47,6.43,799.03,28,20.0
55.93,51.34,25.29,6.77,799.03,29,20.0
53.95,51.28,25.18,10.6,739.73,34,20.0
57.39,51.96,25.05,22.8,673.97,28,20.0
54.89,53.0,25.0,41.17,618.34,30,20.0
54.3,53.87,24.82,54.17,571.73,27,20.0
54.43,53.99,24.76,62.3,535.87,28,20.0
54.45,54.19,24.71,66.17,499.93,21,20.0
54.99,53.52,24.81,62.5,481.61,20,22.1785717
56.19,53.6,24.64,53.17,471.0,19,23.23333359
57.22,53.55,24.68,45.77,489.2,30,24.0
57.62,53.0,24.7,35.27,510.27,21,20.36666679
57.67,53.1,24.52,27.33,509.33,30,20.0
60.77,53.28,24.32,20.73,499.37,18,20.0
56.74,53.16,24.74,20.62,505.41,27,21.96551704
52.93,55.0,24.75,20.13,674.47,28,37.06666565
53.53,54.97,24.8,14.03,676.17,29,41.23333359
54.42,54.64,24.89,11.13,720.63,31,41.70000076
54.91,54.24,24.95,11.07,727.46,31,28.5
53.09,54.18,24.94,8.67,801.7,26,34.63333511
53.34,53.83,24.99,6.67,769.33,31,20.96666718
53.48,53.47,25.07,5.57,766.3,31,20.0
53.49,53.1,25.12,6.27,750.67,33,20.0
52.6,52.85,25.01,5.57,712.5,34,20.0
56.9,52.41,25.14,7.0,684.33,31,20.0
60.22,51.6,25.2,8.17,645.87,28,20.0
55.74,51.31,25.09,7.87,590.53,27,20.0
55.9,50.87,25.22,9.9,559.2,21,20.0
58.38,51.02,25.18,9.75,559.93,15,22.8571434
62.66,52.24,24.94,9.53,594.6,26,2270.366699
54.01,52.38,24.66,7.4,586.17,27,1214.699951
52.22,52.72,24.4,6.13,533.27,19,720.7333374
60.71,52.04,24.36,5.7,508.9,28,375.2999878
59.37,57.56,24.16,5.0,483.57,23,202.5666656
59.14,68.31,24.44,4.5,464.0,28,121.5
53.27,75.41,24.87,4.86,448.34,30,82.9310379
53.67,79.81,25.12,5.17,440.3,19,60.40000153
53.64,82.21,25.29,5.9,439.3,20,44.26666641
53.08,83.39,25.43,6.21,438.07,21,35.72413635
53.47,84.64,25.54,6.28,436.9,29,21.79310417
52.43,85.7,25.59,6.07,437.2,28,20.06666756
52.57,86.58,25.65,6.33,436.63,27,20.0
54.03,87.64,25.72,5.57,430.27,23,20.0
54.25,88.4,25.79,5.07,426.3,18,20.0
54.38,88.61,25.85,4.27,425.77,24,20.0
54.43,88.4,25.9,4.07,425.34,30,20.0
54.56,85.73,26.18,4.1,426.43,22,20.36666679
54.21,84.04,26.46,3.63,426.97,29,20.5
53.58,83.13,26.61,3.83,424.77,23,20.70000076
54.11,82.57,26.67,3.64,427.32,23,25.8214283
53.18,81.85,26.73,3.53,428.97,32,32.46666718
52.98,81.2,26.78,3.43,429.2,18,28.66666603
53.06,80.86,26.8,3.37,426.8,33,23.53333282
52.97,80.7,26.8,3.33,427.67,23,20.60000038
52.7,80.42,26.82,3.37,427.33,17,20.06666756
52.43,80.13,26.83,3.43,427.63,25,20.0
52.74,79.95,26.84,3.52,425.28,27,20.0
52.88,79.72,26.85,3.4,424.97,28,20.0
52.47,79.62,26.85,3.2,425.3,21,20.0
53.62,79.48,26.86,3.29,424.54,24,22.8214283
52.87,79.36,26.86,3.2,424.97,31,30.29999924
52.14,79.26,26.87,3.0,426.77,46,24.16666603
52.54,79.2,26.88,3.1,426.17,43,20.60000038
52.44,79.14,26.87,3.23,425.9,37,20.0
52.37,79.17,26.87,3.0,425.63,40,20.0
52.46,79.16,26.86,3.23,424.27,37,20.0
52.57,79.13,26.88,3.03,424.55,42,20.0
52.92,79.1,26.86,3.23,428.23,32,20.0
52.57,79.17,26.85,3.1,427.7,46,20.0
52.14,79.06,26.87,3.0,428.32,38,20.0
53.52,79.01,26.88,3.1,426.83,41,29.5
52.71,78.84,26.9,3.1,427.73,37,29.43333244
51.93,78.8,26.9,3.07,429.67,30,23.86666679
52.4,78.87,26.88,2.93,431.53,23,20.63333321
52.46,78.81,26.89,3.07,430.27,27,20.0
52.04,78.77,26.9,3.07,428.13,18,20.0
52.06,78.81,26.89,2.83,427.79,21,20.0
51.99,78.79,26.9,2.77,425.67,23,20.0
52.02,78.8,26.89,3.0,423.37,24,20.0
52.4,78.71,26.91,2.9,424.13,28,20.0
52.28,78.72,26.91,2.93,427.36,17,23.6785717
52.28,78.62,26.94,2.77,427.0,32,21.5
52.11,78.68,26.96,3.07,425.4,19,20.0
52.05,78.87,26.98,3.03,427.27,25,20.0
52.01,78.96,26.99,3.13,427.73,24,20.0
52.3,79.33,26.96,3.47,428.53,22,20.0
52.09,79.58,26.97,3.5,430.93,40,20.0
52.1,79.82,26.97,3.66,428.97,44,20.0
52.21,80.07,26.98,3.93,427.93,51,20.0
52.22,80.23,26.97,3.93,428.43,44,20.0
52.71,80.44,26.98,4.57,430.61,51,20.0357151
52.38,80.76,26.95,4.47,429.07,40,20.0
52.27,80.75,26.99,4.27,426.8,46,20.0
52.22,80.59,26.98,4.67,427.4,49,20.0
52.26,80.6,26.97,4.47,428.6,46,20.0
52.27,80.77,26.97,4.37,430.43,49,20.0
52.27,80.84,26.96,4.53,430.83,47,20.0
52.0,81.02,26.94,4.48,433.0,36,20.0
52.03,81.15,26.92,4.47,437.6,31,20.0
51.95,81.1,26.93,4.23,436.57,33,20.0
51.86,81.19,26.9,4.21,436.5,31,20.1785717
52.06,81.13,26.91,4.43,437.8,16,24.86666679
52.03,81.04,26.92,4.23,439.03,18,21.79999924
52.38,81.08,26.91,4.07,439.37,19,20.10000038
52.14,80.95,26.93,4.17,441.23,23,20.0
51.95,80.93,26.92,3.97,441.57,29,20.0
51.99,80.94,26.9,4.27,441.23,21,20.0
52.18,80.97,26.9,4.2,443.1,22,20.0
52.06,80.86,26.92,3.97,439.31,29,20.0
52.05,80.85,26.9,3.77,439.7,17,20.0
51.81,80.88,26.89,3.7,439.33,48,20.0
51.71,80.88,26.9,3.96,437.93,34,20.6428566
52.03,80.95,26.88,3.73,441.9,34,20.10000038
51.9,80.85,26.9,3.9,445.43,35,20.0
51.86,80.79,26.9,3.63,440.1,36,20.0
51.94,80.83,26.89,3.93,440.2,40,20.0
51.97,80.78,26.89,3.57,438.13,43,20.0
51.92,80.88,26.88,3.7,437.6,41,20.0
51.93,80.82,26.88,3.83,436.86,25,20.0
51.81,80.82,26.88,3.77,439.2,29,20.0
51.79,80.65,26.92,3.53,439.03,26,20.0
51.84,80.64,26.91,3.57,438.57,29,20.3928566
52.04,80.74,26.9,3.77,437.17,25,20.0
51.86,80.79,26.89,3.57,439.9,19,20.0
51.84,80.78,26.9,3.63,438.8,24,20.0
51.84,80.71,26.93,3.57,435.53,29,20.0
51.85,80.84,26.89,3.47,436.7,16,20.0
51.77,80.91,26.88,3.53,437.6,19,20.0
51.88,80.82,26.89,3.66,440.31,16,20.0
51.76,80.71,26.92,3.57,442.1,29,20.0
51.8,80.61,26.94,3.43,440.43,29,20.0
51.88,80.76,26.91,3.43,440.86,26,21.0
51.93,80.71,26.92,3.5,438.23,22,25.66666603
51.95,80.72,26.91,3.47,440.17,18,21.5
51.96,80.65,26.93,3.4,441.27,28,20.06666756
51.88,80.63,26.93,3.73,441.97,27,20.0
51.86,80.8,26.89,3.43,439.93,19,20.0
51.88,80.72,26.9,3.5,438.5,16,20.0
51.87,80.69,26.9,3.3,436.07,17,20.0
51.75,80.63,26.91,3.52,437.79,15,20.0
51.75,80.6,26.93,3.4,435.8,27,20.0
51.84,80.7,26.9,3.41,435.76,25,20.0
51.61,80.6,26.92,3.62,434.76,25,20.82758713
51.81,80.58,26.92,3.53,437.7,22,20.10000038
51.75,80.57,26.93,3.37,438.0,26,20.0
51.85,80.52,26.96,3.52,439.39,18,20.0
51.74,80.64,26.92,3.57,403.17,23,27.347826
51.64,80.61,26.93,3.52,426.55,28,24.48275948
51.74,80.82,26.89,3.27,435.93,30,21.33333397
51.8,80.71,26.91,3.47,434.2,20,20.03333282
51.77,80.67,26.91,3.57,433.67,15,20.0
51.81,80.69,26.9,3.34,437.59,21,20.0
51.89,80.69,26.91,3.47,438.13,17,20.0
51.81,80.72,26.9,3.63,437.03,19,20.0
51.83,80.61,26.93,3.5,437.3,26,20.0
51.79,80.66,26.92,3.3,438.03,16,20.0
51.83,80.67,26.92,3.77,434.13,29,20.0
51.59,80.77,26.9,3.57,429.61,20,20.4642849
52.05,80.66,26.93,3.6,430.2,16,20.56666756
51.94,80.6,26.94,3.43,433.43,18,20.0
51.83,80.69,26.91,3.57,436.37,29,20.0
52.02,80.72,26.91,3.77,435.57,18,20.0
51.85,80.68,26.92,3.66,436.38,28,20.0
51.86,80.6,26.94,3.37,437.27,15,20.0
51.81,80.69,26.92,3.43,435.37,18,20.0
51.86,80.64,26.93,3.43,433.73,15,20.0
51.79,80.73,26.91,3.5,431.87,26,20.0
51.6,80.62,26.93,3.68,431.29,24,20.25
52.16,80.63,26.93,3.63,433.73,15,20.79999924
51.87,80.47,26.97,3.6,431.6,20,20.0
51.9,80.66,26.93,3.6,430.5,18,20.0
51.85,80.76,26.91,3.97,430.43,29,20.0
51.77,80.74,26.91,3.83,428.38,22,20.0
51.79,80.69,26.93,4.0,430.63,16,20.0
51.85,80.62,26.94,3.73,431.9,26,20.0
51.85,80.69,26.91,3.77,431.47,18,20.0
51.8,80.58,26.94,3.73,428.7,26,20.0
51.74,80.63,26.93,3.79,430.68,27,20.0
52.16,80.55,26.95,3.77,429.63,17,20.79999924
52.0,80.66,26.93,3.7,429.73,22,20.0
51.85,80.66,26.93,3.63,428.77,20,20.0
51.98,80.73,26.92,3.63,429.37,24,20.0
51.99,80.76,26.9,4.03,429.31,25,20.0
51.91,80.71,26.92,3.77,429.33,29,20.0
51.83,80.46,26.98,3.73,429.7,15,20.0
51.8,80.3,27.03,3.87,427.33,17,20.0
51.93,80.48,27.0,3.9,428.43,17,20.0
