Atmospheric Pressure,optimal_relative_humidity [%],air_temperature [Celsius],indoor_co2 [ppm],dry_bulb_temp [Celsius],outdoor_co2 [ppm],occupant_count [number]
57.88,80.91,23.22,443.47,26.7,469.09,56
58.2,80.28,23.21,444.3,26.7,470.09,47
56.7,81.98,23.55,447.67,26.9,470.47,50
61.92,83.02,23.55,449.45,26.9,469.7,56
57.31,81.02,23.0,445.0,26.9,470.11,50
57.23,83.4,23.35,442.9,26.9,471.28,58
56.76,86.03,23.72,445.8,27.0,469.3,76
56.89,86.29,23.72,446.7,27.1,468.71,81
56.9,82.63,23.16,447.63,26.9,468.67,52
57.32,81.35,23.17,448.17,27.0,471.49,55
56.42,83.2,23.54,446.8,26.9,470.69,47
57.26,83.53,23.47,444.97,27.0,471.49,62
56.68,81.6,23.04,437.6,27.2,471.29,46
60.17,82.53,23.32,435.23,27.2,471.8,60
55.64,85.21,23.66,436.47,27.2,472.1,64
55.64,85.21,23.66,436.47,27.2,472.1,70
55.64,85.21,23.66,436.47,27.2,472.1,77
55.64,85.21,23.66,436.47,27.2,472.1,71
55.64,85.21,23.66,436.47,27.2,472.1,72
55.64,85.21,23.66,436.47,27.2,472.1,69
55.64,85.21,23.66,436.47,27.2,472.1,63
55.64,85.21,23.66,436.47,27.2,472.1,81
61.73,87.72,23.82,436.33,27.4,473.27,77
56.53,90.38,23.97,439.5,27.3,472.9,75
55.75,89.94,24.34,442.3,27.3,471.89,75
54.34,87.32,24.98,437.6,27.3,473.08,65
54.86,86.84,25.23,432.67,27.4,472.29,72
54.63,86.45,25.3,432.03,27.4,472.9,68
54.7,86.7,25.35,433.9,27.3,470.92,80
54.52,87.34,25.36,432.33,27.0,469.89,90
54.88,87.86,25.45,431.4,26.8,469.69,81
54.01,88.31,25.41,433.73,26.8,468.52,90
54.6,88.11,25.48,434.21,26.5,467.49,90
56.33,87.94,25.55,430.18,26.5,465.51,86
54.35,88.06,25.56,431.53,26.3,461.1,72
54.9,88.38,25.52,429.8,26.0,458.5,84
55.2,88.97,25.45,428.23,25.6,458.3,73
54.02,89.39,25.45,426.4,25.3,456.72,75
53.96,88.9,25.59,426.7,25.3,457.09,90
53.7,88.78,25.7,428.97,25.3,457.89,85
54.41,89.43,25.62,427.0,25.1,458.27,87
54.03,89.55,25.61,425.3,25.0,456.31,79
53.58,89.62,25.64,428.9,25.0,456.71,72
54.45,89.58,25.66,428.29,25.0,456.9,85
54.15,89.26,25.72,428.33,24.9,457.29,82
53.37,89.48,25.66,427.73,25.0,458.09,73
53.41,89.14,25.68,432.4,25.0,457.89,90
53.17,89.83,25.42,431.67,25.1,457.7,77
53.69,90.03,25.37,430.83,25.2,457.76,76
53.33,90.06,25.36,431.2,25.28,457.3,81
53.21,90.13,25.36,429.53,25.4,458.29,84
52.9,90.11,25.37,427.9,25.57,458.46,72
53.41,90.02,25.37,430.0,25.6,458.5,71
53.56,89.43,25.52,430.82,25.7,458.85,91
53.36,89.07,25.63,428.53,25.7,459.7,76
52.81,88.61,25.73,428.8,25.7,460.48,82
53.28,88.6,25.74,427.1,25.7,460.29,71
52.8,88.14,25.88,428.23,25.7,460.09,86
53.14,87.64,26.0,430.33,25.9,460.29,76
53.4,87.87,25.93,430.57,25.8,459.5,66
52.84,87.66,25.99,430.6,25.8,460.49,73
53.32,87.62,25.99,434.2,25.8,461.29,78
53.13,87.31,26.11,432.3,25.8,463.49,85
52.92,87.17,26.11,433.07,25.8,461.12,88
52.92,87.17,26.11,433.07,25.8,461.12,82
52.92,87.17,26.11,433.07,25.8,461.12,75
52.92,87.17,26.11,433.07,25.8,461.12,88
52.92,87.17,26.11,433.07,25.8,461.12,76
52.92,87.17,26.11,433.07,25.8,461.12,84
52.92,87.17,26.11,433.07,25.8,461.12,84
52.92,87.17,26.11,433.07,25.8,461.12,73
52.92,87.17,26.11,433.07,25.8,461.12,82
52.92,87.17,26.11,433.07,25.8,461.12,77
54.77,87.64,25.74,424.67,25.9,463.1,83
53.23,87.71,25.75,425.27,25.9,463.3,79
52.69,86.75,25.99,425.03,26.1,462.9,79
53.62,87.04,25.93,424.0,26.1,463.12,79
53.01,86.31,26.11,425.5,26.0,463.29,78
53.01,86.56,26.03,427.7,26.0,463.91,67
52.8,85.79,26.2,425.57,26.0,463.51,81
53.18,85.64,26.23,423.77,26.1,463.05,67
52.93,85.84,26.16,423.13,26.0,463.9,83
52.75,85.88,26.14,421.13,25.9,464.29,73
52.57,85.26,26.25,422.07,26.0,464.08,75
52.71,85.01,26.24,424.28,26.0,463.41,82
52.71,85.01,26.24,424.28,26.0,463.41,70
52.71,85.01,26.24,424.28,26.0,463.41,80
52.71,85.01,26.24,424.28,26.0,463.41,88
52.71,85.01,26.24,424.28,26.0,463.41,81
52.71,85.01,26.24,424.28,26.0,463.41,81
52.71,85.01,26.24,424.28,26.0,463.41,83
52.71,85.01,26.24,424.28,26.0,463.41,89
52.71,85.01,26.24,424.28,26.0,463.41,82
52.71,85.01,26.24,424.28,26.0,463.41,70
54.16,82.14,26.3,424.7,26.2,465.1,53
53.13,81.74,26.31,425.93,26.2,465.88,56
53.41,81.97,26.25,427.93,26.4,465.49,47
53.05,82.75,26.02,427.73,26.4,465.28,48
52.93,82.82,26.01,428.37,26.5,465.72,46
52.97,82.75,26.02,426.27,26.4,464.92,47
52.84,82.77,25.99,423.93,26.4,464.9,57
52.7,82.99,25.93,424.67,26.6,465.49,51
53.04,82.04,26.19,427.27,26.6,467.07,54
52.69,82.54,26.1,425.7,26.5,466.27,47
53.31,82.72,26.13,424.26,26.6,465.7,55
52.93,82.66,26.18,426.38,26.6,465.68,51
52.78,82.74,26.2,426.97,26.7,465.3,55
52.75,82.95,26.2,427.9,26.6,465.71,53
53.19,82.98,26.28,426.4,26.7,465.31,49
53.19,83.09,26.3,428.3,26.7,465.69,61
53.53,83.22,26.31,429.33,26.6,465.49,50
53.87,83.55,26.3,427.83,26.6,466.09,71
54.01,83.68,26.27,424.6,26.6,465.49,80
53.81,83.96,26.31,423.0,26.7,465.89,73
53.99,85.09,26.12,427.22,26.7,466.7,76
55.24,84.75,26.19,427.8,26.7,465.93,71
53.54,84.88,26.21,427.97,26.7,465.9,62
54.23,85.45,26.15,427.37,26.7,467.09,70
53.63,85.69,26.16,425.53,26.7,466.1,75
54.27,85.63,26.22,427.6,26.7,467.27,66
54.13,85.93,26.19,427.4,26.7,466.7,61
54.95,85.98,26.25,428.77,26.9,467.29,75
54.15,86.57,26.18,429.67,26.9,467.3,78
55.59,86.93,26.14,429.47,26.9,450.57,76
54.77,86.59,26.23,430.79,27.0,466.71,64
57.25,86.46,26.22,432.86,26.9,466.7,60
54.36,86.96,26.18,431.63,26.9,467.3,69
55.14,87.11,26.17,430.23,26.9,467.7,74
55.1,87.05,26.2,429.0,27.0,467.7,74
55.46,87.11,26.22,429.93,27.0,469.06,72
55.54,86.97,26.22,429.9,27.1,467.69,74
55.76,87.41,26.26,433.0,27.0,468.29,79
55.81,87.72,26.36,433.27,26.9,467.1,73
56.2,88.18,26.38,432.6,26.9,466.11,80
56.0,88.11,26.3,434.37,26.9,466.31,61
57.92,88.27,26.27,432.11,26.8,467.11,75
57.94,88.71,26.22,433.8,26.8,467.69,77
56.71,88.86,26.17,435.37,26.8,466.89,75
56.45,88.54,26.21,434.0,26.8,467.27,77
57.31,88.66,26.17,436.47,26.8,466.1,63
56.77,88.82,26.17,434.4,26.8,466.5,80
56.86,88.44,26.23,434.57,26.8,465.7,71
57.57,87.59,26.15,435.87,26.6,466.28,61
57.73,84.6,25.13,431.53,26.6,465.91,60
57.57,80.54,24.5,427.23,26.6,467.06,52
59.83,76.53,25.33,423.52,26.6,466.09,58
58.37,72.56,25.54,423.37,26.7,466.7,39
57.64,77.97,24.76,423.7,26.6,466.7,57
57.96,77.69,24.12,421.27,26.6,467.1,45
56.86,76.59,23.78,418.83,26.7,465.9,51
58.28,80.89,23.93,418.67,26.7,465.89,59
58.07,79.15,23.9,418.63,26.7,465.9,54
58.14,77.48,23.69,417.6,26.9,467.19,54
57.28,81.93,23.9,413.67,26.9,467.49,47
57.64,82.08,24.09,414.87,26.9,467.9,58
58.46,77.58,23.57,412.79,27.1,467.89,57
61.55,80.21,23.51,409.97,27.1,467.5,47
58.41,82.06,23.78,408.73,27.1,467.3,53
57.2,79.22,23.38,412.2,27.1,468.09,52
57.65,80.53,23.38,413.37,27.2,467.91,53
57.42,84.28,23.78,416.29,27.2,468.68,61
57.42,84.28,23.78,416.29,27.2,468.68,68
57.42,84.28,23.78,416.29,27.2,468.68,71
57.42,84.28,23.78,416.29,27.2,468.68,80
57.42,84.28,23.78,416.29,27.2,468.68,69
62.78,82.9,23.38,415.62,27.2,468.7,57
58.69,84.07,23.62,415.59,27.1,468.69,75
57.72,81.06,23.37,415.07,27.1,468.69,60
58.88,83.9,23.49,415.2,27.1,468.5,72
57.94,85.0,23.77,414.17,27.1,467.7,61
57.41,80.97,23.29,415.03,27.0,468.28,47
57.97,84.54,23.48,414.43,26.9,467.29,64
57.34,84.27,23.69,415.4,27.0,468.86,60
58.32,81.1,23.27,419.1,27.0,467.11,45
57.46,84.67,23.57,420.63,26.9,469.25,80
57.39,85.36,23.75,421.5,26.9,467.29,79
61.69,81.1,23.29,421.63,27.0,467.88,57
56.38,84.06,23.48,420.86,26.9,467.89,72
57.54,86.37,23.77,419.17,26.8,467.68,80
57.1,82.45,23.47,418.93,26.8,466.9,51
56.54,84.27,23.53,419.57,26.9,468.08,78
56.85,84.22,23.66,420.27,26.9,467.09,78
57.93,81.0,23.26,417.17,27.0,468.09,60
57.47,85.18,23.61,415.03,27.0,466.91,79
57.2,84.16,23.71,417.34,27.1,467.49,69
58.3,83.98,23.45,414.5,27.1,467.5,71
62.31,85.78,23.69,415.82,27.2,467.9,78
58.32,83.89,23.62,416.6,27.2,468.47,75
57.79,82.64,23.34,419.73,27.2,468.89,45
58.2,85.59,23.66,421.87,27.2,469.28,72
57.15,81.72,23.4,422.23,27.2,468.31,48
58.19,83.2,23.39,416.8,27.2,468.28,56
58.08,85.89,23.75,417.3,27.3,468.59,75
57.64,80.58,23.31,419.87,27.3,468.89,53
58.1,78.47,23.18,417.7,27.3,468.49,58
58.42,80.69,23.67,414.1,27.3,468.1,59
61.18,81.98,23.74,415.18,27.3,468.89,50
57.96,79.92,23.29,412.3,27.3,468.11,56
58.38,81.97,23.67,410.58,27.3,469.09,59
56.78,84.3,23.91,414.13,27.3,468.5,62
57.88,81.76,23.59,414.52,27.15,469.89,53
57.38,80.4,23.32,409.63,27.2,467.89,60
57.2,84.04,23.67,411.97,27.1,468.49,61
57.0,83.06,23.66,413.93,27.1,469.46,54
57.91,80.59,23.35,413.39,27.1,467.89,57
56.76,83.86,23.59,412.43,27.1,469.47,80
59.87,84.72,23.7,411.14,27.1,467.89,67
61.33,80.97,23.38,413.59,27.0,467.89,52
57.13,83.29,23.47,418.57,27.0,467.71,56
57.61,85.24,23.66,419.13,27.0,467.31,62
58.88,81.36,23.34,418.8,27.0,468.68,55
57.15,81.16,23.53,416.23,27.0,467.89,60
56.17,83.67,23.98,415.53,27.0,468.09,75
58.17,80.37,23.73,415.3,27.0,467.9,52
58.05,78.92,23.62,414.2,26.9,467.68,45
57.05,82.77,23.98,415.57,26.9,467.29,53
58.84,83.78,24.01,416.54,26.9,467.11,69
63.27,79.59,23.42,416.9,26.9,467.89,52
58.21,82.58,23.49,419.14,26.9,466.11,51
57.73,86.99,23.77,419.17,26.9,467.87,80
57.11,82.68,23.4,418.57,26.9,467.28,51
57.72,83.83,23.27,419.73,26.8,467.47,69
57.36,86.74,23.58,416.93,26.8,466.88,69
57.64,83.86,23.39,419.27,26.8,467.69,60
58.03,83.13,23.12,420.2,26.8,465.72,45
57.14,86.3,23.46,418.73,26.8,466.89,60
56.87,84.97,23.51,420.3,26.9,467.29,71
60.47,82.57,23.32,424.38,26.9,467.67,57
60.47,82.57,23.32,424.38,26.9,467.67,56
60.47,82.57,23.32,424.38,26.9,467.67,52
60.47,82.57,23.32,424.38,26.9,467.67,55
60.47,82.57,23.32,424.38,26.9,467.67,60
60.47,82.57,23.32,424.38,26.9,467.67,59
60.47,82.57,23.32,424.38,26.9,467.67,57
60.47,82.57,23.32,424.38,26.9,467.67,51
60.47,82.57,23.32,424.38,26.9,467.67,54
60.47,82.57,23.32,424.38,26.9,467.67,49
63.5,83.87,23.32,421.18,27.2,468.49,69
58.37,83.71,23.68,425.48,27.2,469.08,73
58.78,82.99,23.71,430.7,27.4,468.69,45
57.2,78.73,23.48,436.83,27.5,469.69,51
57.15,77.07,23.45,443.83,27.5,470.89,52
58.67,80.35,23.74,445.4,27.6,470.28,54
58.19,81.09,23.8,445.1,27.7,472.49,56
56.43,77.74,23.48,443.63,27.7,473.68,56
58.92,77.95,23.51,445.57,27.9,472.89,46
58.79,81.32,23.78,445.57,28.1,473.51,60
63.12,79.32,23.6,445.21,28.2,474.09,53
64.58,81.9,24.12,438.41,28.2,475.7,51
61.45,82.41,24.08,432.87,28.2,476.69,55
60.22,82.56,23.7,432.5,28.3,477.08,45
58.85,80.63,23.44,437.27,28.4,478.49,57
58.8,78.14,23.22,439.77,28.6,479.08,51
60.16,77.52,23.01,436.2,28.7,482.09,55
60.67,77.46,23.03,437.23,28.95,481.55,48
60.94,79.35,23.4,440.07,29.1,483.89,58
62.56,82.26,23.76,441.03,29.2,483.59,54
64.1,80.43,23.59,444.75,29.2,484.29,56
64.27,77.84,23.4,444.63,29.2,483.08,54
63.36,78.74,23.53,443.9,29.2,482.89,47
59.7,83.33,23.79,449.93,29.2,479.71,53
58.72,86.08,23.91,450.7,29.5,483.69,73
59.96,87.74,23.96,448.87,29.7,485.87,80
60.31,88.66,23.96,450.07,29.9,485.09,72
58.99,89.22,23.97,451.13,29.8,486.27,69
58.81,89.93,23.98,449.67,29.8,484.49,70
59.13,89.94,23.97,445.6,29.6,484.87,63
59.2,89.76,23.92,444.79,29.8,483.29,62
64.88,89.45,23.92,444.69,29.8,486.28,66
60.4,89.67,23.92,444.28,29.8,486.29,72
58.37,90.13,23.97,445.2,30.2,487.66,61
58.53,90.79,24.03,449.73,30.2,486.69,73
58.97,91.48,24.08,455.8,30.2,487.71,78
59.28,90.88,24.05,459.37,30.2,490.08,67
58.43,90.53,24.02,462.53,30.1,488.69,75
59.15,90.5,24.02,464.0,30.4,490.08,78
59.15,90.5,24.02,464.0,30.4,490.08,60
61.4,87.11,23.98,450.0,29.9,488.49,67
62.73,85.83,23.97,449.17,30.5,491.25,61
59.3,84.92,23.95,448.38,30.5,490.88,63
58.76,86.77,24.13,452.7,30.4,492.05,67
58.67,87.08,24.18,454.93,30.3,489.88,80
58.41,87.68,24.09,454.63,30.1,490.28,75
58.36,89.97,24.14,460.7,30.0,488.09,78
58.27,90.69,24.09,457.2,30.0,488.85,63
58.66,91.12,24.04,459.57,30.0,484.89,67
58.52,91.19,24.02,462.9,30.1,485.83,66
57.46,92.12,24.05,460.83,30.1,486.89,70
60.58,92.58,24.01,457.21,29.9,487.29,80
57.73,92.71,23.97,454.79,29.9,485.47,72
57.82,92.74,23.97,455.0,30.2,486.65,71
56.64,92.46,23.92,451.87,30.2,486.29,64
56.53,92.27,23.85,448.9,30.1,486.11,75
57.05,92.78,23.85,447.03,30.1,486.49,70
56.5,92.44,23.87,449.1,29.9,484.13,70
56.58,92.23,23.87,451.2,30.2,485.29,69
55.85,92.72,23.95,450.63,30.4,487.69,68
55.68,92.2,23.98,450.67,29.5,485.09,66
58.6,90.92,23.94,451.96,30.2,486.09,63
57.09,90.74,23.95,454.37,30.65,487.48,69
55.44,90.75,23.97,454.79,31.0,490.68,80
55.35,91.17,23.97,456.33,30.7,489.68,66
55.46,91.87,24.05,458.37,30.25,487.09,71
55.07,92.23,24.13,461.47,30.2,487.89,79
55.98,91.83,24.09,461.07,30.0,485.68,78
56.12,92.12,24.15,461.8,29.95,485.69,67
55.57,92.3,24.19,458.9,30.0,484.09,74
56.6,92.04,24.26,459.75,30.0,484.89,78
57.16,91.95,24.27,459.29,30.0,483.89,74
56.03,91.95,24.27,460.7,30.1,484.49,65
55.59,92.24,24.27,458.41,30.4,485.69,61
56.36,93.0,24.34,461.63,30.4,487.89,75
57.18,92.99,24.45,464.37,30.3,485.89,68
56.19,91.44,24.63,462.13,30.2,486.29,61
55.64,90.78,24.73,476.25,29.9,486.89,73
54.95,90.52,24.79,487.15,30.0,485.09,63
55.78,90.2,24.85,499.31,30.1,484.47,71
54.84,90.02,24.88,507.84,29.8,484.29,68
53.59,89.91,24.91,512.0,29.8,483.49,77
55.15,89.84,24.94,519.61,30.0,486.09,63
54.23,89.78,24.97,521.87,29.8,485.09,80
55.19,89.62,25.01,527.28,30.0,484.89,68
55.58,89.5,25.03,530.13,29.9,483.09,76
55.72,89.5,25.04,533.7,29.8,484.09,73
52.66,89.43,25.04,538.77,29.5,483.29,77
52.21,89.6,25.0,542.37,29.6,481.29,76
52.73,89.72,24.96,535.53,29.7,482.69,80
52.35,89.75,24.95,533.27,29.6,483.29,62
52.67,89.89,24.93,527.07,29.7,483.49,80
52.44,89.72,24.96,519.5,29.5,483.29,74
52.18,88.92,25.11,520.8,29.4,482.89,68
52.24,88.31,25.25,521.41,29.5,481.89,71
52.06,87.83,25.34,521.27,29.6,481.89,67
52.45,87.49,25.4,520.23,29.3,482.89,69
52.17,87.58,25.39,516.4,29.1,481.09,69
52.45,88.3,25.22,507.84,29.2,480.29,78
52.61,88.02,25.26,493.1,29.4,480.29,64
52.41,87.65,25.29,487.87,29.3,482.29,76
52.47,87.49,25.29,481.47,29.7,482.38,69
52.23,87.51,25.29,480.21,29.63,484.49,79
52.93,87.6,25.25,480.73,29.7,483.95,62
52.12,87.49,25.25,474.57,29.6,485.09,77
52.13,87.59,25.22,474.34,29.4,482.15,62
51.86,87.26,25.3,471.87,28.9,479.89,81
52.08,87.38,25.3,466.7,27.5,476.69,63
51.94,87.23,25.32,466.77,26.6,471.69,61
52.87,87.45,25.25,466.27,26.0,467.79,67
52.91,87.29,25.29,466.73,25.1,463.7,68
52.4,87.17,25.31,466.17,24.8,458.5,77
52.41,87.26,25.28,464.79,24.3,457.5,75
52.71,87.22,25.28,462.07,24.3,455.9,65
52.12,87.18,25.27,461.87,23.9,455.1,78
51.98,87.01,25.3,458.7,24.15,454.1,60
51.82,87.07,25.29,461.43,24.3,455.1,67
51.85,86.84,25.34,462.71,24.3,455.09,69
52.21,86.69,25.38,463.13,24.4,454.5,62
52.06,86.72,25.36,462.0,23.9,453.5,77
51.97,86.61,25.38,460.93,23.8,452.9,61
52.1,86.51,25.39,461.7,23.8,452.5,69
52.17,86.56,25.38,460.43,24.2,453.3,65
52.2,86.6,25.36,463.54,24.7,451.5,67
51.7,86.76,25.33,461.83,24.7,452.5,75
51.59,86.79,25.32,460.24,24.7,452.3,72
51.82,86.73,25.33,456.93,24.7,457.3,75
51.74,86.53,25.38,458.17,24.7,458.08,73
51.92,86.67,25.35,462.0,24.7,457.9,74
51.55,86.72,25.33,460.0,24.7,459.1,75
51.79,86.69,25.33,461.9,24.7,458.9,77
51.56,86.68,25.34,462.57,24.7,458.3,72
51.63,86.67,25.33,457.1,24.9,459.1,64
52.01,86.48,25.37,456.66,24.9,460.1,70
51.78,86.53,25.35,459.27,24.9,458.7,71
51.76,86.47,25.36,458.53,24.9,459.0,62
51.78,86.59,25.33,456.55,25.0,458.1,74
51.86,86.42,25.36,457.43,25.1,453.9,62
52.15,86.38,25.37,457.83,25.1,458.9,81
51.93,86.27,25.38,455.77,25.1,459.3,76
51.83,86.28,25.37,454.33,25.1,459.3,80
51.96,86.16,25.39,457.97,25.1,459.7,69
51.75,86.22,25.38,458.1,25.1,460.3,74
51.99,86.16,25.39,460.5,25.2,460.3,75
52.13,86.21,25.38,460.6,25.2,460.3,69
51.86,86.22,25.38,462.77,25.2,460.3,65
51.82,86.09,25.41,460.9,25.2,459.7,62
51.79,86.12,25.4,459.4,25.2,460.29,70
51.99,85.95,25.44,461.43,25.2,459.5,68
52.09,85.94,25.44,458.6,24.9,459.7,78
52.04,86.04,25.41,455.43,24.8,458.7,66
52.05,85.97,25.43,456.07,24.6,457.7,72
52.06,85.82,25.46,455.9,24.7,457.7,76
51.94,86.02,25.42,456.13,24.6,456.7,71
52.32,85.91,25.44,456.32,24.6,456.1,61
51.73,85.9,25.44,457.7,24.7,456.3,63
51.79,85.79,25.47,457.7,24.7,456.1,69
51.87,85.89,25.45,458.03,24.7,456.5,66
51.93,85.96,25.44,454.67,24.7,457.3,73
52.11,85.84,25.46,452.03,24.7,457.7,68
51.85,85.85,25.46,449.53,24.9,458.3,77
51.81,85.9,25.45,452.2,24.8,458.1,68
52.24,85.89,25.45,451.63,24.8,457.9,65
52.2,85.83,25.47,451.53,24.8,458.09,65
52.45,85.81,25.48,451.03,24.8,457.5,67
52.36,85.74,25.49,450.23,24.8,457.5,72
52.25,85.74,25.49,451.27,24.8,458.3,73
52.07,85.79,25.48,451.37,24.6,458.3,60
52.24,85.81,25.48,452.37,24.6,458.2,77
52.48,85.81,25.48,450.03,24.7,457.7,69
51.84,86.02,25.42,450.23,24.7,457.9,73
52.37,86.08,25.42,453.53,24.5,457.5,80
52.26,85.94,25.46,449.77,24.5,457.46,64
51.94,86.06,25.43,452.27,24.5,457.0,71
52.16,86.04,25.43,452.11,24.3,457.3,74
52.95,85.96,25.45,446.77,24.3,456.7,77
52.2,85.8,25.51,447.97,24.3,456.5,77
52.14,85.71,25.53,446.86,24.3,456.3,73
52.36,85.67,25.55,449.63,24.1,454.9,62
52.94,85.55,25.58,453.42,24.15,455.9,64
52.95,85.55,25.58,451.8,24.1,455.3,70
52.82,85.5,25.59,452.1,24.1,455.7,62
52.6,85.84,25.51,449.2,24.2,456.7,72
52.63,85.95,25.52,449.1,24.2,455.7,77
52.97,85.86,25.53,449.17,24.2,455.9,60
53.98,85.98,25.5,450.29,24.2,456.9,63
52.97,85.83,25.54,443.73,24.2,456.3,67
52.88,85.93,25.5,445.57,24.2,455.5,62
52.61,86.27,25.42,443.34,24.3,455.9,72
53.16,86.36,25.41,446.87,24.4,455.9,73
52.93,86.16,25.46,446.53,24.4,457.1,62
53.19,86.01,25.5,448.43,24.4,456.7,75
52.74,86.12,25.46,445.27,24.5,455.9,61
53.17,86.39,25.39,449.13,24.5,457.3,64
53.28,86.19,25.44,447.37,24.5,457.1,64
54.51,86.27,25.42,446.43,24.5,456.5,63
54.08,86.3,25.41,444.53,24.3,455.5,64
53.68,86.24,25.43,443.8,24.2,455.1,62
53.56,86.32,25.42,445.69,24.4,455.1,69
55.2,80.15,25.96,437.3,26.8,466.29,51
56.69,75.21,24.64,438.17,26.8,467.09,49
56.81,72.57,23.76,433.5,26.8,466.3,40
54.38,70.69,23.96,429.77,26.8,466.33,42
54.49,71.22,24.04,428.07,26.8,466.49,35
54.5,71.71,24.05,428.37,26.8,466.89,36
55.33,71.37,24.01,428.0,26.8,466.84,38
56.94,70.88,24.0,426.67,26.8,466.19,40
57.1,70.9,23.96,426.23,26.8,466.89,36
54.93,71.15,23.95,424.6,26.6,466.3,36
55.12,71.85,24.0,425.37,26.6,466.31,38
55.51,74.17,23.8,423.6,26.6,465.9,54
55.59,73.47,23.43,426.9,26.7,466.09,42
55.46,71.07,23.58,422.83,26.6,466.29,35
56.01,70.74,23.55,422.63,26.6,465.71,40
55.52,71.36,23.45,422.63,26.6,465.69,36
56.21,71.61,23.46,419.0,26.6,466.48,41
55.36,71.73,23.48,419.21,26.5,465.5,39
56.75,71.72,23.48,421.07,26.5,465.89,43
56.41,71.77,23.47,418.77,26.5,464.72,39
54.76,71.66,23.5,419.1,26.5,466.08,45
54.68,71.51,23.53,419.27,26.4,465.88,45
55.21,71.28,23.57,418.6,26.4,464.7,45
55.11,71.35,23.56,415.33,26.4,465.1,40
55.32,71.18,23.57,413.0,26.4,465.89,42
54.84,70.88,23.53,412.43,26.3,464.5,45
54.71,70.81,23.49,412.07,26.3,464.89,40
54.59,71.21,23.44,415.14,26.3,465.29,36
57.17,71.23,23.45,412.66,26.3,463.91,40
54.31,71.42,23.46,412.3,26.3,465.29,41
55.31,71.51,23.52,411.4,26.3,465.08,40
55.2,71.68,23.58,409.87,26.3,465.28,45
56.41,69.24,24.54,412.23,26.3,464.9,38
58.7,70.08,24.35,416.6,26.1,464.09,41
59.27,71.96,23.88,424.83,26.1,463.11,41
56.16,72.14,23.74,429.87,26.1,464.3,35
57.12,71.8,23.76,435.77,26.1,464.49,43
55.89,70.91,23.77,437.3,26.1,464.7,37
58.22,73.62,23.8,438.29,26.1,464.11,43
53.83,78.14,24.3,440.34,26.0,464.29,56
54.38,79.73,24.5,440.67,25.9,463.7,58
55.23,74.19,24.58,441.13,26.0,463.69,58
53.79,70.54,24.43,437.93,26.0,464.29,45
53.2,69.04,24.45,431.87,26.0,464.3,43
52.96,68.7,24.45,430.3,26.0,464.48,41
52.93,68.64,24.45,429.7,25.9,464.87,35
53.19,68.3,24.45,427.13,26.0,462.51,43
53.12,67.8,24.46,423.93,26.0,464.48,44
54.68,67.63,24.37,422.25,26.0,464.49,36
54.83,68.55,23.95,421.41,26.0,463.89,45
54.05,67.44,24.15,420.47,26.0,464.31,35
53.34,66.6,24.42,423.93,26.1,465.08,45
54.04,67.77,24.39,423.1,26.0,464.88,39
54.25,67.76,24.35,420.53,26.1,463.5,41
52.85,67.28,24.21,416.37,26.1,463.9,36
54.0,67.66,23.92,417.7,26.1,463.7,37
54.36,69.2,22.98,419.07,26.1,463.89,44
53.72,68.77,22.51,416.71,26.1,463.9,35
53.85,67.51,22.32,411.43,26.0,463.5,42
54.95,67.96,22.25,410.76,25.9,463.69,38
54.95,68.32,22.3,409.87,26.0,463.1,38
58.71,74.38,23.04,411.1,26.0,463.49,57
63.59,80.14,24.65,420.73,25.9,462.9,47
62.43,82.91,25.47,423.67,25.9,464.29,55
62.34,83.97,25.71,423.43,25.9,463.3,65
63.87,84.21,26.08,421.1,25.9,462.69,67
63.21,81.93,26.3,423.23,25.9,462.51,50
61.49,79.62,26.57,426.03,25.9,464.09,55
61.84,78.67,26.57,425.9,25.9,463.5,50
67.01,78.25,26.77,427.64,25.9,464.1,50
64.54,76.49,27.18,426.55,25.9,463.09,50
64.12,75.09,27.48,429.37,25.9,463.13,49
64.3,74.2,27.72,425.23,25.8,463.69,45
58.9,74.68,27.81,426.97,25.9,462.31,45
58.3,74.95,27.87,426.07,25.8,463.49,52
58.33,74.57,27.8,431.17,25.8,463.1,54
57.59,74.71,27.79,434.0,25.8,463.09,58
57.74,74.54,27.78,440.0,25.8,464.27,58
57.77,74.14,27.85,445.53,25.8,463.07,55
58.89,73.91,27.91,450.18,25.8,462.69,42
58.98,73.63,27.96,452.76,25.8,462.68,42
57.98,73.22,28.02,455.03,25.8,463.1,45
58.2,73.06,28.09,456.67,25.8,462.69,35
58.02,72.28,28.23,455.83,25.8,462.9,38
57.88,72.19,28.18,456.7,25.8,463.49,45
55.18,73.51,27.75,462.83,25.8,462.89,38
56.73,74.2,27.58,471.77,25.8,463.1,46
53.89,74.66,27.38,472.14,25.8,462.9,60
54.45,74.93,27.17,470.38,25.9,463.89,59
54.84,75.17,27.03,466.93,25.9,461.73,57
54.74,75.38,26.92,464.3,26.0,464.11,50
55.06,75.33,26.82,462.38,26.0,465.5,49
55.06,75.36,26.75,461.4,26.1,466.87,48
54.28,74.93,26.8,458.9,26.2,467.28,49
53.9,74.51,26.81,452.97,26.4,468.68,47
53.46,74.23,26.82,447.2,26.6,471.68,51
52.71,73.87,26.86,443.4,26.9,472.31,42
52.99,73.79,26.82,441.9,27.0,475.27,37
52.84,73.42,26.81,439.18,27.2,477.86,38
